question,worker,answer
456,0,0.4576659
456,1,0.44393593
456,2,0.44622426
456,3,0.51258581
456,4,0.40045767
456,6,0.60411899
457,0,0.43935927
457,1,0.44851259
457,2,0.43249428
457,3,0.46681922
457,4,0.42334096
457,5,0.48283753
457,6,0.54919908
457,7,0.4416476
457,8,0.48970252
458,0,0.45080092
458,1,0.43020595
458,2,0.46224256
458,4,0.44851259
458,5,0.49656751
458,6,0.50343249
458,7,0.38215103
458,8,0.54004577
459,0,0.43249428
459,2,0.43935927
459,3,0.44851259
459,5,0.4805492
459,6,0.49427918
459,7,0.28375286
459,8,0.63615561
460,0,0.45537757
460,1,0.44622426
460,2,0.4576659
460,3,0.49427918
460,4,0.4576659
460,5,0.49656751
460,6,0.48283753
460,7,0.34553776
460,8,0.60640732
461,0,0.44393593
461,1,0.4416476
461,2,0.45308924
461,3,0.46681922
461,5,0.50572082
461,6,0.52402746
461,7,0.32951945
462,0,0.42562929
462,1,0.4187643
462,2,0.42791762
462,3,0.43935927
462,4,0.37070938
462,5,0.45308924
462,6,0.60869565
462,7,0.33409611
462,8,0.597254
463,0,0.44851259
463,1,0.43020595
463,2,0.43707094
463,3,0.50343249
463,4,0.44393593
463,5,0.49199085
463,6,0.56064073
463,7,0.50572082
463,8,0.60640732
464,0,0.43020595
464,3,0.45308924
464,4,0.39588101
464,6,0.51716247
464,8,0.5423341
465,0,0.43249428
465,2,0.43707094
465,3,0.42334096
465,4,0.4187643
465,5,0.44622426
465,7,0.35240275
466,0,0.42791762
466,1,0.43707094
466,2,0.45080092
466,3,0.49885584
466,4,0.38215103
466,5,0.46453089
466,7,0.19221968
466,8,0.63615561
467,0,0.40961098
467,1,0.42791762
467,2,0.44622426
467,3,0.45537757
467,4,0.40961098
467,5,0.4576659
467,6,0.59496568
467,8,0.5423341
468,0,0.42562929
468,1,0.4187643
468,2,0.43249428
468,3,0.44393593
468,4,0.40503432
468,5,0.48283753
468,6,0.48970252
468,7,0.28375286
468,8,0.62471396
469,0,0.45308924
469,2,0.42791762
469,4,0.35240275
469,5,0.46681922
469,6,0.5423341
469,7,0.18535469
469,8,0.57894737
470,0,0.43478261
470,2,0.43249428
470,3,0.41647597
470,4,0.41189931
470,5,0.46681922
470,6,0.52631579
470,8,0.47826087
471,0,0.40961098
471,1,0.40961098
471,2,0.41418764
471,3,0.4805492
471,4,0.41647597
471,5,0.43249428
471,6,0.56521739
471,7,0.28146453
471,8,0.51029748
472,0,0.41189931
472,1,0.40961098
472,2,0.40732265
472,3,0.41418764
472,4,0.37757437
472,5,0.45080092
472,6,0.43478261
472,7,0.17162471
473,0,0.43249428
473,3,0.46453089
473,4,0.43707094
473,5,0.45995423
473,6,0.49427918
473,7,0.26544622
473,8,0.48283753
474,0,0.43935927
474,1,0.42791762
474,2,0.43478261
474,4,0.39588101
474,5,0.4805492
474,6,0.44851259
474,7,0.22196796
474,8,0.6201373
475,2,0.41189931
475,3,0.46910755
475,4,0.40961098
475,5,0.4416476
475,6,0.51258581
475,7,0.33638444
475,8,0.54919908
476,0,0.40961098
476,1,0.41418764
476,7,0.31578947
476,8,0.45308924
477,0,0.43249428
477,1,0.41418764
477,2,0.42334096
477,4,0.32723112
477,5,0.48512586
477,6,0.59954233
477,8,0.56979405
478,0,0.44393593
478,1,0.42791762
478,2,0.43478261
478,3,0.47597254
478,4,0.47139588
478,5,0.44622426
478,6,0.51716247
478,7,0.35011442
479,0,0.43020595
479,1,0.4187643
479,2,0.44622426
479,3,0.45080092
479,5,0.44851259
479,6,0.50343249
479,7,0.30663616
479,8,0.53089245
480,0,0.41647597
480,1,0.40045767
480,2,0.41418764
480,4,0.42105263
480,5,0.48283753
480,6,0.57208238
480,7,0.20823799
480,8,0.47597254
481,0,0.40503432
481,1,0.39588101
481,2,0.39359268
481,3,0.39588101
481,4,0.36384439
481,5,0.43707094
481,6,0.57437071
481,7,0.33180778
481,8,0.61327231
482,0,0.40503432
482,1,0.38443936
482,2,0.40045767
482,3,0.40961098
482,4,0.31121281
482,6,0.50343249
482,7,0.42334096
482,8,0.53546911
483,0,0.41647597
483,1,0.402746
483,2,0.41647597
483,4,0.38443936
483,5,0.42562929
483,6,0.5583524
483,7,0.32951945
483,8,0.52860412
484,0,0.39816934
484,1,0.38901602
484,2,0.4187643
484,3,0.43478261
484,4,0.32951945
484,5,0.44622426
484,6,0.44851259
484,7,0.26544622
485,2,0.39130435
485,3,0.40732265
485,5,0.42791762
485,6,0.58352403
485,7,0.18993135
485,8,0.51029748
486,0,0.39130435
486,1,0.38443936
486,2,0.38672769
486,3,0.43249428
486,4,0.3798627
486,5,0.42562929
486,6,0.63157895
486,7,0.22883295
486,8,0.46224256
487,0,0.39588101
487,1,0.38901602
487,2,0.40503432
487,3,0.43935927
487,5,0.41647597
487,6,0.53318078
487,7,0.3180778
487,8,0.46681922
488,0,0.43020595
488,1,0.40732265
488,2,0.40045767
488,3,0.46453089
488,4,0.39130435
488,5,0.50343249
488,6,0.402746
488,7,0.37757437
488,8,0.60411899
489,0,0.39130435
489,2,0.402746
489,3,0.40732265
489,5,0.4416476
489,8,0.51487414
490,0,0.3798627
490,1,0.39588101
490,2,0.39816934
490,3,0.47826087
490,4,0.33867277
490,6,0.47597254
490,7,0.30663616
490,8,0.53089245
491,0,0.40732265
491,1,0.39588101
491,2,0.40732265
491,3,0.45308924
491,5,0.41189931
491,6,0.55148741
491,7,0.35240275
491,8,0.44393593
492,0,0.39588101
492,2,0.402746
492,3,0.42562929
492,4,0.39359268
492,5,0.46224256
492,6,0.4805492
492,7,0.33638444
493,0,0.38901602
493,1,0.38215103
493,2,0.38215103
493,3,0.4416476
493,4,0.37757437
493,5,0.43935927
493,6,0.56979405
493,8,0.45995423
494,0,0.40503432
494,1,0.39816934
494,2,0.40045767
494,4,0.39588101
494,5,0.42791762
494,6,0.54462243
494,7,0.32951945
494,8,0.56292906
495,0,0.39130435
495,1,0.38901602
495,2,0.39588101
495,3,0.47826087
495,4,0.36155606
495,5,0.41647597
495,6,0.46224256
495,7,0.2402746
495,8,0.54462243
496,0,0.39816934
496,1,0.36842105
496,3,0.37757437
496,5,0.43478261
496,6,0.49199085
496,8,0.59496568
497,0,0.36613272
497,1,0.3798627
497,2,0.38901602
497,5,0.42334096
497,6,0.44393593
497,7,0.29061785
497,8,0.57894737
498,0,0.37070938
498,3,0.40503432
498,4,0.30892449
498,5,0.38443936
498,6,0.47826087
498,7,0.21281465
498,8,0.50114416
499,0,0.37299771
499,1,0.37070938
499,2,0.37757437
499,3,0.35011442
499,4,0.36842105
499,5,0.44851259
499,6,0.45308924
499,7,0.26773455
499,8,0.52860412
500,0,0.37070938
500,1,0.38215103
500,2,0.39588101
500,3,0.42334096
500,4,0.35011442
500,5,0.42105263
500,6,0.56521739
500,7,0.30434783
501,0,0.39130435
501,1,0.37299771
501,2,0.40503432
501,3,0.43249428
501,4,0.32494279
501,6,0.62471396
501,7,0.402746
501,8,0.51258581
502,0,0.38901602
502,1,0.36384439
502,2,0.37528604
502,3,0.39816934
502,4,0.37528604
502,5,0.43935927
502,6,0.39816934
502,7,0.17162471
502,8,0.597254
503,0,0.38215103
503,2,0.38901602
503,3,0.39588101
503,4,0.40732265
503,5,0.44622426
503,6,0.38215103
503,7,0.30663616
503,8,0.56750572
504,0,0.37528604
504,1,0.3798627
504,2,0.35926773
504,3,0.35469108
504,4,0.33867277
504,5,0.39588101
504,6,0.46910755
505,0,0.35697941
505,1,0.36384439
505,2,0.37528604
505,3,0.40961098
505,4,0.40045767
505,6,0.39588101
505,8,0.51258581
506,0,0.36384439
506,2,0.37757437
506,4,0.3409611
506,5,0.43020595
506,6,0.48283753
506,7,0.36384439
506,8,0.51258581
507,0,0.36155606
507,1,0.35469108
507,2,0.37528604
507,3,0.43020595
507,4,0.32494279
507,5,0.39588101
507,6,0.5194508
507,7,0.31121281
507,8,0.56521739
508,0,0.36842105
508,1,0.36842105
508,6,0.56750572
508,7,0.32036613
508,8,0.53089245
509,0,0.3798627
509,1,0.35926773
509,2,0.35926773
509,3,0.3798627
509,4,0.31578947
509,5,0.37070938
509,6,0.48512586
510,0,0.37757437
510,1,0.37070938
510,2,0.36613272
510,3,0.40961098
510,4,0.38215103
510,5,0.402746
510,6,0.46910755
510,7,0.3020595
510,8,0.57437071
511,0,0.35469108
511,1,0.35240275
511,2,0.36384439
511,3,0.36155606
511,4,0.31350114
511,5,0.41418764
511,6,0.36384439
511,7,0.34782609
511,8,0.39816934
512,0,0.36613272
512,1,0.36155606
512,2,0.37070938
512,3,0.40503432
512,4,0.35240275
512,5,0.39588101
512,6,0.47597254
512,7,0.18306636
512,8,0.51716247
513,0,0.36384439
513,1,0.35469108
513,3,0.3798627
513,4,0.31121281
513,6,0.47139588
513,7,0.15560641
513,8,0.46681922
514,0,0.37299771
514,1,0.35240275
514,2,0.37070938
514,3,0.37070938
514,4,0.31350114
514,5,0.39359268
514,6,0.50572082
514,7,0.25171625
514,8,0.57208238
515,0,0.38443936
515,1,0.36155606
515,2,0.36613272
515,4,0.36384439
515,5,0.43020595
515,6,0.43707094
515,7,0.11212815
515,8,0.56979405
516,0,0.35240275
516,1,0.36384439
516,2,0.37528604
516,3,0.37528604
516,4,0.32036613
516,5,0.40732265
516,6,0.44851259
516,7,0.3409611
517,0,0.34324943
517,1,0.35240275
517,2,0.35697941
517,3,0.37299771
517,6,0.37757437
517,7,0.32951945
518,0,0.34324943
518,1,0.34324943
518,2,0.35926773
518,3,0.39588101
518,4,0.31578947
518,5,0.38443936
518,6,0.33638444
518,7,0.22196796
518,8,0.49199085
519,0,0.35926773
519,1,0.36155606
519,2,0.36155606
519,3,0.36155606
519,4,0.36155606
519,5,0.41647597
519,7,0.22883295
519,8,0.56521739
520,1,0.33638444
520,2,0.35240275
520,4,0.35469108
520,5,0.38901602
520,6,0.39130435
520,7,0.23112128
520,8,0.5583524
521,0,0.36384439
521,1,0.35240275
521,2,0.36384439
521,3,0.37757437
521,4,0.34324943
521,5,0.35240275
521,6,0.37757437
521,7,0.25400458
521,8,0.49427918
522,0,0.35926773
522,1,0.3409611
522,2,0.37070938
522,3,0.37757437
522,4,0.29748284
522,6,0.47826087
522,7,0.24942792
522,8,0.59496568
523,0,0.35469108
523,1,0.34782609
523,2,0.35011442
523,3,0.35926773
523,4,0.30892449
523,5,0.40503432
523,6,0.43478261
523,8,0.48741419
524,0,0.3409611
524,1,0.34553776
524,2,0.35240275
524,3,0.41647597
524,4,0.31578947
524,6,0.42334096
524,7,0.27459954
524,8,0.46681922
525,0,0.33867277
525,1,0.32951945
525,2,0.33409611
525,3,0.34782609
525,4,0.31350114
525,5,0.38443936
525,6,0.38901602
525,7,0.2173913
525,8,0.50800915
526,1,0.32265446
526,2,0.33180778
526,3,0.35011442
526,4,0.27688787
526,5,0.37757437
526,6,0.26086957
526,7,0.29290618
526,8,0.45308924
527,0,0.33638444
527,1,0.33638444
527,2,0.34782609
527,3,0.35469108
527,5,0.40503432
527,6,0.5423341
527,7,0.27002288
527,8,0.48283753
528,0,0.37070938
528,1,0.3409611
528,3,0.4187643
528,5,0.37528604
528,6,0.40045767
528,7,0.19679634
528,8,0.54462243
529,0,0.32036613
529,1,0.33867277
529,2,0.3409611
529,3,0.3798627
529,5,0.38443936
529,6,0.42334096
529,8,0.47139588
530,0,0.35011442
530,1,0.34553776
530,2,0.37528604
530,3,0.35469108
530,4,0.33409611
530,5,0.35926773
530,6,0.37299771
530,7,0.33180778
530,8,0.402746
531,0,0.35240275
531,1,0.3180778
531,2,0.33180778
531,3,0.38443936
531,5,0.3798627
531,6,0.49656751
531,8,0.4805492
532,0,0.3409611
532,1,0.35011442
532,2,0.33180778
532,3,0.37528604
532,4,0.31121281
532,5,0.41647597
532,6,0.4576659
533,0,0.32951945
533,1,0.32494279
533,2,0.33638444
533,3,0.36613272
533,4,0.25171625
533,5,0.35469108
533,6,0.39359268
533,7,0.13043478
533,8,0.43249428
534,0,0.32951945
534,1,0.33638444
534,2,0.31578947
534,3,0.35469108
534,4,0.27688787
534,5,0.36155606
534,6,0.42105263
534,7,0.21967963
535,0,0.33409611
535,1,0.32951945
535,2,0.33867277
535,3,0.35011442
535,4,0.29061785
535,6,0.5423341
535,7,0.29519451
535,8,0.51029748
536,0,0.34553776
536,1,0.32723112
536,2,0.33180778
536,3,0.36613272
536,4,0.29519451
536,5,0.35697941
536,6,0.43478261
536,7,0.17162471
537,0,0.30663616
537,1,0.33180778
537,2,0.3409611
537,3,0.35011442
537,4,0.35240275
537,6,0.43020595
537,7,0.24485126
537,8,0.49656751
538,0,0.35697941
538,1,0.3409611
538,2,0.35240275
538,3,0.41189931
538,5,0.38443936
538,6,0.39588101
538,7,0.27002288
539,0,0.31121281
539,2,0.32494279
539,4,0.3020595
539,5,0.35011442
539,6,0.32951945
539,7,0.1624714
539,8,0.52860412
540,0,0.33409611
540,2,0.33867277
540,3,0.33867277
540,4,0.28146453
540,5,0.38672769
540,6,0.43707094
540,7,0.22425629
540,8,0.51029748
541,2,0.3180778
541,3,0.38672769
541,5,0.3798627
541,6,0.45080092
541,7,0.20366133
541,8,0.50572082
542,0,0.32723112
542,1,0.33409611
542,2,0.32494279
542,3,0.35926773
542,4,0.30663616
542,6,0.50572082
542,7,0.18764302
542,8,0.43478261
543,0,0.34553776
543,1,0.33638444
543,2,0.34324943
543,3,0.37528604
543,4,0.29519451
543,5,0.38901602
543,7,0.38901602
543,8,0.50800915
544,0,0.29061785
544,1,0.29977117
544,2,0.29977117
544,3,0.35926773
544,4,0.28604119
544,5,0.3180778
545,0,0.32494279
545,1,0.30892449
545,2,0.3180778
545,3,0.33638444
545,4,0.30434783
545,5,0.3798627
545,6,0.3020595
545,7,0.16018307
545,8,0.5423341
546,1,0.32494279
546,2,0.32265446
546,3,0.37757437
546,4,0.32951945
546,5,0.38672769
546,6,0.37299771
546,7,0.29061785
546,8,0.43020595
547,0,0.34553776
547,1,0.32265446
547,2,0.32951945
547,3,0.29061785
547,4,0.29061785
547,5,0.37757437
547,6,0.39816934
547,7,0.18764302
547,8,0.53775744
548,0,0.30892449
548,1,0.31578947
548,2,0.34324943
548,4,0.33867277
548,5,0.37299771
548,6,0.43478261
548,7,0.14187643
548,8,0.43249428
549,0,0.32036613
549,1,0.3180778
549,2,0.30663616
549,3,0.32951945
549,4,0.31121281
549,5,0.36155606
549,6,0.4187643
549,7,0.2173913
549,8,0.41189931
550,0,0.31350114
550,1,0.32494279
550,2,0.30663616
550,3,0.32951945
550,4,0.27002288
550,5,0.38215103
550,6,0.42334096
550,8,0.46681922
551,0,0.32265446
551,1,0.30434783
551,2,0.32036613
551,3,0.32036613
551,5,0.39588101
551,6,0.45080092
551,7,0.25629291
551,8,0.48283753
552,0,0.32723112
552,1,0.31350114
552,2,0.32951945
552,4,0.35469108
552,6,0.38443936
552,7,0.28146453
552,8,0.50114416
553,0,0.31121281
553,1,0.31121281
553,2,0.32265446
553,3,0.34324943
553,4,0.29519451
553,5,0.34324943
553,6,0.48283753
553,7,0.3180778
553,8,0.40732265
554,0,0.32494279
554,1,0.31350114
554,2,0.3180778
554,3,0.35697941
554,4,0.26315789
554,5,0.3798627
554,6,0.45308924
554,7,0.41418764
554,8,0.47139588
555,0,0.33409611
555,1,0.3020595
555,2,0.31350114
555,3,0.35926773
555,4,0.32494279
555,5,0.35240275
555,6,0.40503432
555,7,0.22196796
555,8,0.41418764
556,0,0.30892449
556,1,0.31350114
556,2,0.31578947
556,3,0.34553776
556,4,0.33638444
556,5,0.35011442
556,6,0.51258581
556,7,0.15789474
556,8,0.37528604
557,1,0.30663616
557,2,0.32265446
557,5,0.32265446
557,6,0.51029748
557,8,0.40045767
558,0,0.32265446
558,1,0.30892449
558,2,0.29977117
558,3,0.32951945
558,6,0.47826087
558,7,0.23798627
558,8,0.41418764
559,0,0.29519451
559,1,0.29290618
559,2,0.30663616
559,3,0.34782609
559,4,0.27688787
559,5,0.34553776
559,6,0.24713959
559,7,0.18306636
560,0,0.3020595
560,2,0.3180778
560,3,0.34553776
560,4,0.26773455
560,6,0.51258581
560,7,0.26773455
560,8,0.46910755
561,0,0.32951945
561,1,0.30892449
561,2,0.3180778
561,3,0.37528604
561,6,0.4805492
561,7,0.12814645
561,8,0.51029748
562,0,0.33180778
562,1,0.31121281
562,2,0.33409611
562,3,0.36155606
562,5,0.33867277
562,7,0.37070938
563,0,0.30892449
563,1,0.28375286
563,3,0.33638444
563,4,0.27002288
563,5,0.33867277
563,7,0.25629291
563,8,0.37070938
564,0,0.31121281
564,1,0.31578947
564,2,0.31121281
564,3,0.32494279
564,4,0.3020595
564,6,0.54004577
564,7,0.09153318
564,8,0.46453089
565,0,0.30434783
565,1,0.29519451
565,2,0.30663616
565,3,0.3180778
565,4,0.30663616
565,6,0.48512586
565,7,0.14645309
565,8,0.38215103
566,0,0.27688787
566,1,0.30663616
566,2,0.29977117
566,3,0.30892449
566,4,0.27459954
566,5,0.31350114
566,6,0.49199085
566,7,0.2402746
566,8,0.45308924
567,2,0.29519451
567,3,0.32036613
567,4,0.26773455
567,5,0.33180778
567,6,0.4576659
567,7,0.27002288
567,8,0.402746
568,0,0.29748284
568,2,0.27688787
568,4,0.29977117
568,5,0.32494279
568,6,0.47826087
568,7,0.09610984
568,8,0.37528604
569,0,0.31121281
569,1,0.30892449
569,2,0.29977117
569,3,0.33638444
569,5,0.34324943
569,6,0.52402746
569,7,0.24256293
569,8,0.46910755
570,0,0.29748284
570,1,0.29519451
570,2,0.31350114
570,3,0.34782609
570,4,0.26086957
570,6,0.42562929
570,7,0.0617849
570,8,0.40732265
571,0,0.30663616
571,2,0.31121281
571,3,0.3409611
571,4,0.30892449
571,5,0.32494279
571,6,0.33180778
571,7,0.19908467
571,8,0.43020595
572,0,0.30663616
572,1,0.29519451
572,3,0.33409611
572,4,0.26315789
572,5,0.3180778
572,6,0.39588101
573,1,0.29748284
573,2,0.29290618
573,4,0.2791762
573,5,0.34553776
573,6,0.43020595
574,0,0.29977117
574,2,0.31578947
574,3,0.33867277
574,4,0.27002288
574,5,0.33180778
574,6,0.4187643
574,7,0.27459954
574,8,0.33638444
575,0,0.28146453
575,2,0.28146453
575,4,0.24942792
575,5,0.34324943
575,7,0.13729977
575,8,0.45995423
576,0,0.32265446
576,1,0.30434783
576,2,0.29748284
576,3,0.3180778
576,4,0.25629291
576,6,0.33867277
576,7,0.08924485
576,8,0.46910755
577,0,0.29977117
577,1,0.28375286
577,2,0.30663616
577,3,0.31121281
577,4,0.30663616
577,5,0.34782609
577,6,0.3180778
577,7,0.20366133
578,0,0.28146453
578,1,0.26773455
578,2,0.29519451
578,3,0.27459954
578,6,0.35240275
578,7,0.13729977
578,8,0.4187643
579,0,0.29519451
579,1,0.29290618
579,2,0.32723112
579,3,0.3180778
579,4,0.25171625
579,5,0.35469108
579,6,0.45995423
579,7,0.23798627
579,8,0.36613272
580,0,0.30663616
580,1,0.29519451
580,2,0.30663616
580,3,0.33867277
580,4,0.24485126
580,5,0.36384439
580,6,0.49656751
580,7,0.12814645
580,8,0.48512586
581,0,0.28832952
581,1,0.28832952
581,2,0.30434783
581,4,0.3180778
581,5,0.32723112
581,6,0.45308924
581,7,0.13043478
581,8,0.39359268
582,0,0.29061785
582,1,0.29748284
582,2,0.29519451
582,3,0.31121281
582,5,0.32723112
582,6,0.46910755
582,8,0.40961098
583,0,0.32265446
583,1,0.29290618
583,2,0.3020595
583,3,0.33180778
583,5,0.36613272
583,6,0.41418764
583,7,0.0617849
583,8,0.54691076
584,0,0.30892449
584,1,0.27002288
584,2,0.29519451
584,3,0.33409611
584,4,0.28832952
584,5,0.34324943
584,8,0.39359268
585,0,0.28604119
585,1,0.29290618
585,2,0.29748284
585,3,0.33409611
585,5,0.33180778
585,6,0.30434783
585,7,0.19679634
585,8,0.45995423
586,0,0.26544622
586,1,0.27459954
586,2,0.2791762
586,3,0.29290618
586,5,0.35469108
586,6,0.37070938
586,7,0.16933638
587,0,0.29519451
587,1,0.26315789
587,2,0.28604119
587,4,0.18764302
587,5,0.32265446
587,7,0.09610984
587,8,0.4416476
588,0,0.28832952
588,1,0.28832952
588,2,0.3020595
588,3,0.34782609
588,4,0.24713959
588,7,0.201373
588,8,0.44622426
589,0,0.29290618
589,1,0.28146453
589,2,0.28832952
589,3,0.33867277
589,4,0.201373
589,5,0.32494279
589,6,0.37757437
589,7,0.24713959
589,8,0.42791762
590,0,0.26544622
590,2,0.29519451
590,3,0.29290618
590,4,0.23112128
590,5,0.32951945
590,6,0.37070938
590,7,0.16704805
590,8,0.43935927
591,0,0.29519451
591,1,0.27688787
591,2,0.28832952
591,4,0.16704805
591,5,0.30892449
591,6,0.39816934
591,8,0.43020595
592,0,0.27688787
592,1,0.28146453
592,2,0.28832952
592,3,0.3020595
592,4,0.25400458
592,6,0.42562929
592,8,0.42105263
593,0,0.29748284
593,1,0.28146453
593,2,0.28604119
593,3,0.34553776
593,4,0.22654462
593,6,0.44851259
593,8,0.49199085
594,0,0.29290618
594,1,0.28375286
594,2,0.28375286
594,3,0.32036613
594,4,0.26315789
594,5,0.33638444
594,6,0.38672769
594,7,0.20366133
594,8,0.36613272
595,0,0.27231121
595,1,0.26544622
595,2,0.29977117
595,3,0.26086957
595,4,0.20594966
595,5,0.34782609
595,6,0.28375286
595,7,0.19221968
595,8,0.46224256
596,0,0.2791762
596,1,0.27231121
596,2,0.28604119
596,3,0.28146453
596,5,0.33180778
596,6,0.36613272
596,7,0.09382151
596,8,0.45308924
597,0,0.28604119
597,1,0.27459954
597,2,0.2791762
597,5,0.32036613
597,6,0.39130435
597,7,0.31121281
597,8,0.4416476
598,0,0.28146453
598,1,0.27688787
598,2,0.27459954
598,4,0.25171625
598,6,0.45995423
598,7,0.14187643
598,8,0.46453089
599,1,0.28146453
599,2,0.31578947
599,3,0.31121281
599,4,0.24256293
599,5,0.32494279
599,6,0.36384439
599,7,0.22425629
600,0,0.29519451
600,1,0.27459954
600,2,0.28146453
600,4,0.29748284
600,5,0.33638444
600,6,0.42791762
600,7,0.23340961
600,8,0.41647597
601,0,0.29977117
601,1,0.26773455
601,2,0.27459954
601,3,0.2791762
601,5,0.33180778
601,6,0.402746
601,7,0.16018307
601,8,0.32265446
602,0,0.27002288
602,1,0.26544622
602,2,0.29519451
602,5,0.3409611
602,6,0.40045767
602,7,0.22196796
602,8,0.4187643
603,0,0.30892449
603,1,0.28604119
603,2,0.29977117
603,3,0.31121281
603,4,0.29748284
603,5,0.32723112
603,6,0.45308924
603,7,0.201373
603,8,0.37757437
604,0,0.28604119
604,1,0.28832952
604,2,0.29519451
604,4,0.27459954
604,5,0.33180778
604,6,0.35697941
604,7,0.08009153
604,8,0.38443936
605,0,0.28375286
605,1,0.27688787
605,3,0.32494279
605,4,0.25400458
605,5,0.34324943
605,6,0.37070938
605,8,0.37070938
606,0,0.26086957
606,2,0.29519451
606,3,0.33867277
606,5,0.29748284
606,6,0.38443936
606,7,0.14416476
606,8,0.38672769
607,0,0.27002288
607,1,0.26086957
607,2,0.2791762
607,3,0.29519451
607,4,0.29519451
607,5,0.31578947
607,6,0.34553776
607,7,0.12128146
607,8,0.37757437
608,0,0.2791762
608,1,0.26315789
608,2,0.26086957
608,3,0.32265446
608,4,0.19221968
608,5,0.27002288
608,6,0.40732265
608,7,0.12814645
608,8,0.29061785
609,0,0.28832952
609,1,0.29061785
609,2,0.29061785
609,3,0.35240275
609,4,0.21967963
609,5,0.3409611
609,7,0.09382151
609,8,0.45537757
610,0,0.3020595
610,2,0.28832952
610,3,0.34553776
610,5,0.33638444
610,6,0.35240275
610,7,0.25400458
610,8,0.51716247
611,0,0.26086957
611,1,0.26773455
611,2,0.29977117
611,4,0.24485126
611,6,0.40045767
611,7,0.28146453
611,8,0.43935927
612,0,0.28146453
612,1,0.26773455
612,2,0.27002288
612,3,0.31578947
612,4,0.31121281
612,5,0.33638444
612,6,0.38443936
612,7,0.2402746
613,0,0.25629291
613,1,0.24942792
613,2,0.28375286
613,3,0.25629291
613,4,0.23340961
613,5,0.30434783
613,6,0.39359268
613,7,0.24942792
613,8,0.39359268
614,0,0.29977117
614,1,0.28832952
614,2,0.29977117
614,3,0.33409611
614,4,0.25858124
614,5,0.3409611
614,6,0.37757437
614,7,0.1624714
614,8,0.42562929
615,0,0.28832952
615,2,0.28832952
615,3,0.33180778
615,5,0.34553776
615,6,0.36842105
615,7,0.12814645
615,8,0.39130435
616,0,0.27231121
616,1,0.28604119
616,2,0.2791762
616,4,0.20594966
616,6,0.39359268
616,7,0.11670481
617,0,0.25171625
617,1,0.27688787
617,2,0.27688787
617,3,0.30892449
617,4,0.27688787
617,7,0.21967963
617,8,0.4187643
618,0,0.28146453
618,1,0.27231121
618,2,0.28832952
618,3,0.35011442
618,4,0.27459954
618,5,0.34782609
618,6,0.40045767
618,7,0.18764302
618,8,0.41189931
619,0,0.28375286
619,1,0.27459954
619,2,0.28604119
619,3,0.32723112
619,4,0.26773455
619,5,0.3180778
619,8,0.37299771
620,0,0.27459954
620,1,0.26315789
620,2,0.28146453
620,3,0.31350114
620,4,0.22196796
620,5,0.31578947
620,6,0.3798627
620,7,0.15789474
620,8,0.4805492
621,0,0.29290618
621,1,0.26773455
621,2,0.28146453
621,3,0.33409611
621,4,0.22883295
621,5,0.3409611
621,7,0.26086957
621,8,0.34324943
622,0,0.27688787
622,1,0.28832952
622,2,0.28604119
622,3,0.32723112
622,4,0.22196796
622,5,0.3020595
622,6,0.49656751
622,8,0.45537757
623,0,0.29290618
623,1,0.2791762
623,2,0.27231121
623,3,0.25858124
623,4,0.25629291
623,5,0.32036613
623,6,0.33867277
623,7,0.20594966
624,0,0.29977117
624,2,0.29748284
624,5,0.35240275
624,6,0.39359268
624,7,0.12128146
624,8,0.41418764
625,0,0.25171625
625,1,0.26544622
625,2,0.2791762
625,3,0.29061785
625,4,0.21052632
625,5,0.33180778
625,6,0.29290618
625,7,0.11670481
625,8,0.49199085
626,0,0.27231121
626,1,0.25400458
626,2,0.26315789
626,3,0.32494279
626,4,0.20366133
626,6,0.40045767
626,7,0.20823799
626,8,0.41647597
627,0,0.26773455
627,1,0.27688787
627,2,0.27231121
627,3,0.28604119
627,4,0.23112128
627,5,0.32265446
627,6,0.32036613
627,7,0.23798627
627,8,0.39130435
628,0,0.27459954
628,2,0.27459954
628,3,0.29977117
628,4,0.23112128
628,5,0.28832952
628,6,0.36842105
628,7,0.20594966
628,8,0.39588101
629,0,0.28604119
629,1,0.2791762
629,2,0.27231121
629,3,0.28832952
629,5,0.32265446
629,6,0.37070938
629,7,0.30434783
629,8,0.41647597
630,1,0.25171625
630,2,0.25858124
630,4,0.2173913
630,6,0.38901602
630,7,0.26773455
630,8,0.34324943
631,0,0.2791762
631,1,0.28604119
631,2,0.27688787
631,3,0.35697941
631,4,0.26544622
631,5,0.31578947
631,6,0.36384439
631,7,0.20823799
631,8,0.38215103
632,0,0.26544622
632,1,0.26315789
632,2,0.27231121
632,3,0.3409611
632,4,0.24485126
632,6,0.35011442
632,7,0.10755149
632,8,0.32494279
633,0,0.27231121
633,1,0.25858124
633,2,0.26773455
633,3,0.28146453
633,4,0.23112128
633,5,0.3180778
633,6,0.46453089
633,7,0.07322654
633,8,0.36155606
634,0,0.25629291
634,1,0.25629291
634,2,0.25400458
634,3,0.29977117
634,4,0.2402746
634,5,0.29519451
634,6,0.39359268
634,7,0.13272311
634,8,0.40503432
635,0,0.25171625
635,1,0.24485126
635,2,0.28375286
635,3,0.27688787
635,4,0.20366133
635,5,0.28604119
635,6,0.3409611
635,7,0.20823799
635,8,0.40961098
636,0,0.28832952
636,1,0.27688787
636,2,0.29290618
636,3,0.32494279
636,4,0.25171625
636,5,0.28375286
